COD_ETU,CNE,Note : TLGE3104,Résultat : TLGE3104,Session : TLGE3104,Année : TLGE3104,Note : TLGE3204,Résultat : TLGE3204,Session : TLGE3204,Année : TLGE3204,Note : TLGE3304,Résultat : TLGE3304,Session : TLGE3304,Année : TLGE3304,Note : TLGE3404,Résultat : TLGE3404,Session : TLGE3404,Année : TLGE3404,Note : TLGE3504,Résultat : TLGE3504,Session : TLGE3504,Année : TLGE3504,Note : TLGE3604,Résultat : TLGE3604,Session : TLGE3604,Année : TLGE3604,Note : TLGE3004,Résultat : TLGE3004,Session : TLGE3004,Année : TLGE3004,Note : TLGE4104,Résultat : TLGE4104,Session : TLGE4104,Année : TLGE4104,Note : TLGE4204,Résultat : TLGE4204,Session : TLGE4204,Année : TLGE4204,Note : TLGE4304,Résultat : TLGE4304,Session : TLGE4304,Année : TLGE4304,Note : TLGE4404,Résultat : TLGE4404,Session : TLGE4404,Année : TLGE4404,Note : TLGE4504,Résultat : TLGE4504,Session : TLGE4504,Année : TLGE4504,Note : TLGE4604,Résultat : TLGE4604,Session : TLGE4604,Année : TLGE4604,Note : TLGE4004,Résultat : TLGE4004,Session : TLGE4004,Année : TLGE4004,Note : TLMP140C,Résultat : TLMP140C,Session : TLMP140C,Année : TLMP140C,Note : TLMP240C,Résultat : TLMP240C,Session : TLMP240C,Année : TLMP240C
14000251,1412734056,10,V,2,2015,10.85,V,1,2015,14.9,V,1,2015,16.5,V,1,2015,11,V,1,2015,10.125,V,1,2015,12.229,V,2,2015,10.175,V,1,2015,11.5,V,1,2015,12.75,V,1,2015,15.5,V,1,2015,17,V,1,2015,11.7,V,1,2015,13.104,V,1,2015,,,,,,,,
14000252,1412710316,9.1,AC,2,2015,13.1,V,1,2015,12.7,V,1,2015,17.8,V,1,2015,10,V,2,2015,10,V,2,2015,12.117,V,2,2015,10.15,V,1,2015,10,V,2,2015,15.275,V,1,2015,16.75,V,1,2015,16,V,1,2015,11.7,V,1,2015,13.313,V,2,2015,,,,,,,,
14000256,1311692988,7,AC,2,2015,8.9,AC,2,2015,7,AC,2,2015,12.9,V,1,2015,10,V,1,2015,10.425,V,1,2015,9.371,AC,2,2015,10.525,V,1,2015,10,V,2,2015,16.25,V,1,2015,12,V,1,2015,11.4,V,1,2015,10,V,2,2015,11.696,V,2,2015,,,,,,,,
14000259,1412006825,10,V,2,2015,12.475,V,1,2015,13.6,V,1,2015,19.1,V,1,2015,10,V,2,2015,11.15,V,1,2015,12.721,V,2,2015,10.4,V,1,2015,14.675,V,1,2015,17.5,V,1,2015,14.5,V,1,2015,18.4,V,1,2015,10,V,1,2015,14.246,V,1,2015,,,,,,,,
14000260,1412623009,10,V,2,2015,13.35,V,1,2015,13.7,V,1,2015,14.7,V,1,2015,,,,,10.9,V,1,2015,,,1,2015,10,V,2,2015,14.3,V,1,2015,11.5,V,1,2015,12.5,V,1,2015,14.8,V,1,2015,10,V,1,2015,12.183,V,2,2015,,,,,,,,
14000265,1412280155,,,,,,,,,3.1,NRA,1,2015,8.5,NV,2,2015,,,,,10.925,V,1,2015,,,1,2015,,,,,,,,,,,,,,,,,12.4,V,1,2015,,,,,,,1,2015,,,,,,,,
14000271,1412535805,,,,,,,,,,,,,,,,,,,,,9.05,NV,2,2015,,,1,2015,,,,,,,,,,,,,,,,,15.8,V,1,2015,,,,,,,1,2015,,,,,,,,
14000273,1412028867,,,,,,,,,2.3,NRA,1,2015,8.2,NV,2,2015,,,,,11.5,V,1,2015,,,1,2015,1.575,NRA,1,2015,0,NRA,1,2015,18.5,V,1,2015,14.5,V,1,2015,11.8,V,1,2015,,,,,,,1,2015,,,,,,,,
14000275,1412070510,10,V,2,2015,9.05,AC,2,2015,10.6,V,1,2015,12.1,V,1,2015,10,V,2,2015,10.3,V,1,2015,10.342,V,2,2015,7,AC,2,2015,10,V,2,2015,15.25,V,1,2015,14.5,V,1,2015,14.2,V,1,2015,7.8,AC,2,2015,11.458,V,2,2015,,,,,,,,
14000280,1412624074,0,NRA,1,2015,,,,,,,,,,,,,,,,,0,NRA,1,2015,,,1,2015,,,,,,,,,0,NRA,1,2015,,,,,0,NRA,1,2015,,,,,,,1,2015,,,,,,,,
14000282,1412623109,7,NV,2,2015,,,,,10,V,2,2015,7.9,NV,2,2015,,,,,10.2,V,1,2015,,,1,2015,,,,,,,,,,,,,13,V,1,2015,10,V,2,2015,,,,,,,1,2015,,,,,,,,
14000287,1412709592,,,,,,,,,10,V,2,2015,6.5,NV,2,2015,,,,,7.275,NV,2,2015,,,1,2015,7,NV,2,2015,10,V,2,2015,10,V,2,2015,10,V,2,2015,11.6,V,1,2015,11.1,V,1,2015,9.95,NV,2,2015,,,,,,,,
14000292,1412023710,7,NV,2,2015,9,NV,2,2015,7.2,NV,2,2015,12,V,1,2015,10,V,2,2015,10.85,V,1,2015,9.342,NV,2,2015,8.1,NV,2,2015,,,,,18,V,1,2015,15.5,V,1,2015,16.8,V,1,2015,,,,,,,1,2015,,,,,,,,
14000323,1411698773,13.75,V,1,2015,11.6,V,1,2015,15.5,V,1,2015,15.8,V,1,2015,10.75,V,1,2015,11.625,V,1,2015,13.171,V,1,2015,10,V,2,2015,14.8,V,1,2015,14.625,V,1,2015,17.75,V,1,2015,16.4,V,1,2015,10.4,V,1,2015,13.996,V,2,2015,,,,,,,,
14000334,1412705009,10.5,V,1,2015,14.8,V,1,2015,10,V,1,2015,16,V,1,2015,12.25,V,1,2015,10.05,V,1,2015,12.267,V,1,2015,15.562,V,1,2015,13.275,V,1,2015,14.5,V,1,2015,13,V,1,2015,16.4,V,1,2015,11,V,1,2015,13.956,V,1,2015,,,,,,,,
14000355,1412710329,10,V,2,2015,9,AC,2,2015,10,V,2,2015,14.2,V,1,2015,10,V,2,2015,11.4,V,1,2015,10.767,V,2,2015,10.8,V,1,2015,12,V,1,2015,16.875,V,1,2015,16.5,V,1,2015,16.8,V,1,2015,11.5,V,1,2015,14.079,V,1,2015,,,,,,,,
14000360,1412781877,6.5,NV,2,2015,,,,,10,V,2,2015,8.9,NV,2,2015,,,,,9,NV,2,2015,,,1,2015,5.6,NV,2,2015,10,V,2,2015,11.125,V,1,2015,3.5,NRA,1,2015,14.4,V,1,2015,7.8,NV,2,2015,8.738,NV,2,2015,,,,,,,,
14000363,1412028821,10,V,2,2015,,,,,10,V,2,2015,11.6,V,1,2015,,,,,10,V,2,2015,,,1,2015,,,,,10,V,2,2015,16.5,V,1,2015,16.5,V,1,2015,14.6,V,1,2015,,,,,,,1,2015,,,,,,,,
14000365,1411612169,5.05,NV,2,2015,4.8,NRA,1,2015,,NV,2,2015,10,V,1,2015,,NV,2,2015,10.1,V,1,2015,6.867,NV,1,2015,,,,,,,,,0,NV,2,2015,,,,,10,V,2,2015,,,,,,,1,2015,,,,,,,,
14000369,1412023741,10,V,2,2015,12.05,V,1,2015,13.7,V,1,2015,16.3,V,1,2015,10,V,2,2015,10,V,2,2015,12.008,V,2,2015,17,V,1,2015,14.9,V,1,2015,16.5,V,1,2015,16.5,V,1,2015,17.2,V,1,2015,10.1,V,1,2015,15.367,V,1,2015,,,,,,,,
14000375,1412720322,5.9,NV,2,2015,10.075,V,1,2015,10,V,2,2015,5,NV,2,2015,10,V,2,2015,9.475,NV,2,2015,8.408,NV,2,2015,,,,,,,,,0,NRA,1,2015,14.5,V,1,2015,14,V,1,2015,,,,,,,1,2015,,,,,,,,
14000378,1412781863,10,V,2,2015,10,V,2,2015,10,V,2,2015,10,V,2,2015,10,V,2,2015,10,V,2,2015,10,V,2,2015,2.75,NRA,1,2015,10,V,2,2015,14.25,V,1,2015,15.5,V,1,2015,15,V,1,2015,12.7,V,1,2015,11.7,NV,2,2015,,,,,,,,
14000381,1412535696,,,,,,,,,,,,,,,,,,,,,0,NRA,1,2015,,,1,2015,0,NRA,1,2015,,,,,,,,,,,,,0,NRA,1,2015,,,,,,,1,2015,,,,,,,,
14000385,1412701006,,,,,,,,,11.3,V,1,2015,,,,,,,,,10,V,2,2015,,,1,2015,,,,,,,,,,,,,,,,,9.4,NV,2,2015,,,,,,,1,2015,,,,,,,,
14000390,1311536873,10,V,2,2015,13.5,V,1,2015,16.5,V,1,2015,15.1,V,1,2015,16,V,1,2015,11.65,V,1,2015,13.792,V,2,2015,11.65,V,1,2015,15.7,V,1,2015,17,V,1,2015,13,V,1,2015,18,V,1,2015,11,V,1,2015,14.392,V,1,2015,,,,,,,,
14000393,1412227706,,,,,,,,,8,NV,2,2015,10.1,V,1,2015,,,,,10,V,2,2015,,,1,2015,,,,,10,V,2,2015,13.75,V,1,2015,14.5,V,1,2015,16.2,V,1,2015,,,,,,,1,2015,,,,,,,,
14000396,1311623064,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2015,,,,,,,,,,,,,,,,,0,NRA,1,2015,,,,,,,1,2015,,,,,,,,
14000423,1412709022,11.5,V,1,2015,10,V,2,2015,10,V,2,2015,11.7,V,1,2015,4.25,VAD,1,2015,10,V,1,2015,9.575,AC,2,2015,10,V,2,2015,13.55,V,1,2015,16.25,V,1,2015,13.75,V,1,2015,16.4,V,1,2015,12.5,V,1,2015,13.742,V,2,2015,,,,,,,,
14000429,1412710526,10,V,2,2015,11.625,V,1,2015,10.7,V,1,2015,10,V,2,2015,10,V,2,2015,10,V,2,2015,10.388,V,2,2015,8.675,AC,2,2015,10,V,2,2015,12.875,V,1,2015,17.75,V,1,2015,14.4,V,1,2015,11.9,V,1,2015,12.6,V,2,2015,,,,,,,,
14000432,1412612110,,,,,10.05,V,1,2015,8.1,NV,2,2015,13.4,V,1,2015,,,,,10,V,2,2015,,,1,2015,8.4,AC,2,2015,11.15,V,1,2015,11.625,V,1,2015,12.75,V,1,2015,12.4,V,1,2015,10,V,1,2015,11.054,V,2,2015,,,,,,,,
14000433,1412253879,,,,,,,,,,,,,12.1,V,1,2015,,,,,10.35,V,1,2015,,,1,2015,6.075,NV,2,2015,10,V,2,2015,13.375,V,1,2015,13,V,1,2015,14.8,V,1,2015,6.7,NV,2,2015,10.658,NV,2,2015,,,,,,,,
14000436,1311879453,,,,,,,,,10,V,2,2015,13.6,V,1,2015,,,,,10.3,V,1,2015,,,1,2015,5.975,NV,2,2015,13.725,V,1,2015,13.375,V,1,2015,12.5,V,1,2015,14.6,V,1,2015,11.8,V,1,2015,11.996,NV,2,2015,,,,,,,,
14000437,1412710493,8,NV,2,2015,7,NV,2,2015,10,V,2,2015,8.5,NV,2,2015,,,,,10.775,V,1,2015,,,1,2015,4.05,NRA,1,2015,10,V,2,2015,0,NV,2,2015,11,V,1,2015,10,V,1,2015,10,V,2,2015,7.508,NV,2,2015,,,,,,,,
14000439,1412720338,,,,,,,,,14.5,V,1,2015,,,,,6.5,NV,2,2015,10.5,V,1,2015,,,1,2015,5.575,NV,2,2015,10,V,2,2015,12.625,V,1,2015,18,V,1,2015,14,V,1,2015,8.5,NV,2,2015,11.45,NV,2,2015,,,,,,,,
14000440,1412901016,8,AC,2,2015,11.65,V,1,2015,10.6,V,1,2015,10.9,V,1,2015,9.25,AC,2,2015,10.625,V,1,2015,10.171,V,2,2015,12.825,V,1,2015,16,V,1,2015,13.75,V,1,2015,14,V,1,2015,15.8,V,1,2015,12.7,V,1,2015,14.179,V,1,2015,,,,,,,,
14000456,1412901143,7.35,NV,2,2015,8,NV,2,2015,9,NV,2,2015,10.6,V,1,2015,5,NV,2,2015,10.05,V,1,2015,8.333,NV,2,2015,5.775,NV,2,2015,6.55,NV,2,2015,11,V,1,2015,10.25,V,1,2015,17.4,V,1,2015,7.8,NV,2,2015,9.796,NV,2,2015,,,,,,,,
14000469,1412716995,13.1,V,1,2015,10,V,2,2015,14,V,1,2015,14.8,V,1,2015,14,V,1,2015,10.65,V,1,2015,12.758,V,2,2015,10,V,1,2015,14.1,V,1,2015,13.5,V,1,2015,16.5,V,1,2015,14.2,V,1,2015,13,V,1,2015,13.55,V,1,2015,,,,,,,,
14000500,1412710378,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NV,2,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NV,2,2015,,,,,,,,
14000502,1412036788,,,,,,,,,10,V,1,2015,11.8,V,1,2015,,,,,9.175,NV,2,2015,,,1,2015,8.35,NV,2,2015,12.3,V,1,2015,,,,,,,,,13.4,V,1,2015,,,,,,,1,2015,,,,,,,,
14000504,1412701046,7,NV,2,2015,4.85,NRA,1,2015,10,V,1,2015,,,,,,,,,10,V,2,2015,,,1,2015,,,,,10.95,V,1,2015,11.75,V,1,2015,,NV,2,2015,15.4,V,1,2015,,,,,,,1,2015,,,,,,,,
14000505,1412720325,8.5,NV,2,2015,10,V,2,2015,10,V,1,2015,12.3,V,1,2015,10,V,2,2015,7.9,NV,2,2015,9.783,NV,2,2015,,,,,,,,,12.875,V,1,2015,10.75,V,1,2015,14.6,V,1,2015,,,,,,,1,2015,,,,,,,,
14000511,1412542324,,,,,,,,,,,,,10.4,V,1,2015,,,,,10.575,V,1,2015,,,1,2015,,,,,,,,,,,,,12.75,V,1,2015,12.4,V,1,2015,,,,,,,1,2015,,,,,,,,
14000513,1412701051,,,,,,,,,10,V,1,2015,,,,,5.5,NV,2,2015,10.125,V,1,2015,,,1,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2015,,,,,,,,
14000517,1412323535,7,AC,2,2015,10,V,2,2015,10,V,2,2015,14.5,V,1,2015,7,AC,2,2015,10,V,2,2015,9.75,AC,2,2015,7,AC,2,2015,11.65,V,1,2015,14.75,V,1,2015,10,V,1,2015,16.2,V,1,2015,7,AC,2,2015,11.1,V,2,2015,,,,,,,,
14000523,1412710481,10,V,2,2015,4.425,NRA,1,2015,10,V,2,2015,10.3,V,1,2015,10,V,2,2015,10.85,V,1,2015,9.263,NV,2,2015,2.55,NRA,1,2015,10,V,2,2015,10,V,2,2015,12,V,1,2015,15.4,V,1,2015,11.4,V,1,2015,10.225,NV,2,2015,,,,,,,,
14000524,1412756855,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NV,2,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NV,2,2015,,,,,,,,
14000527,1412605605,7,NV,2,2015,10,V,2,2015,10,V,2,2015,10,V,2,2015,9.25,NV,2,2015,10.925,V,1,2015,9.529,NV,2,2015,9,AC,2,2015,7,AC,2,2015,12.5,V,1,2015,11.5,V,1,2015,13.6,V,1,2015,10,V,2,2015,10.6,V,2,2015,,,,,,,,
14000528,1412714795,9,AC,2,2015,10.7,V,1,2015,10,V,2,2015,14.4,V,1,2015,13.5,V,1,2015,12.3,V,1,2015,11.65,V,2,2015,8.536,AC,2,2015,11.95,V,1,2015,14.625,V,1,2015,15.5,V,1,2015,18.2,V,1,2015,11.7,V,1,2015,13.419,V,2,2015,,,,,,,,
14000532,1412937126,7,AC,2,2015,8,AC,2,2015,9,AC,2,2015,10,V,2,2015,10,V,2,2015,10,V,1,2015,9,AC,2,2015,7,AC,2,2015,7,AC,2,2015,13.125,V,1,2015,12.5,V,1,2015,13.6,V,1,2015,7.4,AC,2,2015,10.104,V,2,2015,,,,,,,,
14000535,1412023763,7,AC,2,2015,10,V,2,2015,17,V,1,2015,13.6,V,1,2015,9.75,AC,2,2015,10,V,2,2015,11.225,V,2,2015,7.45,AC,2,2015,11.3,V,1,2015,16.5,V,1,2015,13,V,1,2015,15.2,V,1,2015,10.5,V,1,2015,12.325,V,2,2015,,,,,,,,
14000545,1412713391,,,,,,,,,0.2,NRA,1,2015,3,NRA,1,2015,,,,,7.575,NV,2,2015,,,1,2015,,,,,,,,,0,NRA,1,2015,,,,,8.4,NV,2,2015,,,,,,,1,2015,,,,,,,,
14000585,1412361865,,,,,,,,,0,NRA,1,2015,,,,,,,,,10.025,V,1,2015,,,1,2015,4.35,NRA,1,2015,,,,,11.25,V,1,2015,,,,,11.6,V,1,2015,,,,,,,1,2015,,,,,,,,
14000595,1412535738,,,,,,,,,,,,,0,NRA,1,2015,,,,,0,NRA,1,2015,,,1,2015,,,,,,,,,,,,,,,,,0,NRA,1,2015,,,,,,,1,2015,,,,,,,,
14000600,1412540559,10,V,2,2015,10,V,2,2015,10,V,1,2015,10.2,V,1,2015,10,V,2,2015,11.075,V,1,2015,10.213,V,2,2015,8.675,AC,2,2015,9.6,AC,2,2015,13.75,V,1,2015,8.5,AC,2,2015,14.6,V,1,2015,10,V,1,2015,10.854,V,2,2015,,,,,,,,
14000603,1412023748,10,V,2,2015,10,V,2,2015,11.1,V,1,2015,16.9,V,1,2015,10,V,2,2015,10,V,2,2015,11.333,V,2,2015,1.8,NRA,1,2015,15.325,V,1,2015,14.875,V,1,2015,12.5,V,1,2015,15.4,V,1,2015,10,V,2,2015,11.65,NV,2,2015,,,,,,,,
14000605,1412760986,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NV,2,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NV,2,2015,,,,,,,,
14000613,1411951319,10,V,2,2015,10,V,2,2015,12.1,V,1,2015,7.3,AC,2,2015,10,V,2,2015,8.4,AC,2,2015,9.633,AC,2,2015,7,AC,2,2015,11.7,V,1,2015,17.125,V,1,2015,16.25,V,1,2015,14.2,V,1,2015,10,V,2,2015,12.713,V,2,2015,,,,,,,,
14000616,1412375677,10,V,2,2015,10,V,2,2015,15.5,V,1,2015,14.7,V,1,2015,9.75,AC,2,2015,10,V,2,2015,11.658,V,2,2015,11.35,V,1,2015,16.35,V,1,2015,15.5,V,1,2015,13.25,V,1,2015,15.2,V,1,2015,16,V,1,2015,14.608,V,1,2015,,,,,,,,
14000619,1412761426,5,NV,2,2015,4.75,NRA,1,2015,1.6,NRA,1,2015,0,NRA,1,2015,2.5,NRA,1,2015,0,NRA,1,2015,2.308,NV,2,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NRA,1,2015,0,NV,2,2015,,,,,,,,
14000621,1412708990,,,,,10,V,2,2015,7.5,NV,2,2015,,,,,,,,,9.25,NV,2,2015,,,1,2015,,,,,,,,,9.5,NV,2,2015,12.25,V,1,2015,13.2,V,1,2015,7.5,NV,2,2015,,,1,2015,,,,,,,,
14000624,1414726941,15.75,V,1,2015,16.5,V,1,2015,16.5,V,1,2015,10.004,V,1,2015,14,V,1,2015,9.9,AC,2,2015,13.776,V,2,2015,10.475,V,1,2015,14.7,V,1,2015,11.25,V,1,2015,16.25,V,1,2015,12,V,1,2015,15.4,V,1,2015,13.346,V,1,2015,,,,,,,,
14000635,1412717090,16.75,V,1,2015,15.125,V,1,2015,12.8,V,1,2015,14.4,V,1,2015,12,V,1,2015,10.15,V,1,2015,13.538,V,1,2015,12.05,V,1,2015,14.95,V,1,2015,9,AC,2,2015,9.5,AC,2,2015,13.6,V,1,2015,10.3,V,1,2015,11.567,V,2,2015,,,,,,,,
14000638,1412701022,7,NV,2,2015,,,,,6,NV,2,2015,,,,,,,,,,,,,,,1,2015,,,,,10,V,2,2015,9,NV,2,2015,,NV,2,2015,11.8,V,1,2015,,,,,,,1,2015,,,,,,,,
14000641,1412703889,10,V,2,2015,14.2,V,1,2015,15.6,V,1,2015,16.3,V,1,2015,15.75,V,1,2015,10.25,V,1,2015,13.683,V,2,2015,13,V,1,2015,15.35,V,1,2015,13.625,V,1,2015,10,V,1,2015,15.6,V,1,2015,14.3,V,1,2015,13.646,V,1,2015,,,,,,,,
14000663,1412719950,,,,,,,,,7,NV,2,2015,6.4,NV,2,2015,,,,,11.1,V,1,2015,,,1,2015,3.65,NRA,1,2015,,,,,14.875,V,1,2015,10,V,1,2015,14.6,V,1,2015,,,,,,,1,2015,,,,,,,,
14000664,1310902375,,,,,,,,,,,,,3.4,NRA,1,2015,,,,,10.575,V,1,2015,,,1,2015,5.875,NV,2,2015,,,,,12.375,V,1,2015,12,V,1,2015,14.2,V,1,2015,,,,,,,1,2015,,,,,,,,
14000685,1412761051,7,AC,2,2015,12.075,V,1,2015,10.8,V,1,2015,13.9,V,1,2015,7,AC,2,2015,10.85,V,1,2015,10.271,V,2,2015,7,AC,2,2015,11.7,V,1,2015,17.25,V,1,2015,9.5,AC,2,2015,17.2,V,1,2015,10,V,1,2015,12.108,V,2,2015,,,,,,,,
14000687,1412709626,10,V,2,2015,11.45,V,1,2015,17.2,V,1,2015,13.4,V,1,2015,10,V,2,2015,12,V,1,2015,12.342,V,2,2015,7,AC,2,2015,10,V,1,2015,13.375,V,1,2015,10,V,1,2015,18.4,V,1,2015,10,V,2,2015,11.463,V,2,2015,,,,,,,,
14000693,1412710516,9.825,AC,2,2015,10,V,2,2015,10,V,2,2015,10,V,2,2015,10,V,2,2015,10.175,V,1,2015,10,V,2,2015,7,AC,2,2015,10,V,2,2015,13.875,V,1,2015,11.5,V,1,2015,14.2,V,1,2015,10.8,V,1,2015,11.229,V,2,2015,,,,,,,,
14000697,1412535695,,,,,,,,,0.8,NRA,1,2015,7,NV,2,2015,,,,,10.55,V,1,2015,,,1,2015,2.5,NRA,1,2015,7.6,NV,2,2015,,,,,13.5,V,1,2015,12.8,V,1,2015,,,,,,,1,2015,,,,,,,,
14000701,1412761089,,,,,,,,,,,,,10,V,2,2015,,,,,10.025,V,1,2015,,,1,2015,,,,,,,,,,,,,10.75,V,1,2015,13.6,V,1,2015,,,,,,,1,2015,,,,,,,,
14000729,1412247437,8.5,AC,2,2015,8,AC,2,2015,13.3,V,1,2015,14,V,1,2015,10.25,V,1,2015,10.25,V,1,2015,10.717,V,2,2015,7.45,AC,2,2015,10,V,2,2015,12.875,V,1,2015,14.5,V,1,2015,14.2,V,1,2015,10,V,1,2015,11.504,V,2,2015,,,,,,,,
14000732,1412244160,,,,,10,V,2,2015,3,NRA,1,2015,12.8,V,1,2015,,,,,10.75,V,1,2015,,,1,2015,5.25,NV,2,2015,11.45,V,1,2015,7.875,NV,2,2015,10.75,V,1,2015,17.2,V,1,2015,10,V,1,2015,10.421,NV,2,2015,,,,,,,,
14000735,1412316575,9,AC,2,2015,11.025,V,1,2015,12.6,V,1,2015,11.9,V,1,2015,8.75,AC,2,2015,10.8,V,1,2015,10.679,V,2,2015,10,V,2,2015,12.15,V,1,2015,14.625,V,1,2015,16.5,V,1,2015,17.4,V,1,2015,10,V,2,2015,13.446,V,2,2015,,,,,,,,
14000812,1412710385,10,V,2,2015,10.7,V,1,2015,15.1,V,1,2015,18.2,V,1,2015,11.75,V,1,2015,10.025,V,1,2015,12.629,V,2,2015,10.55,V,1,2015,10,V,2,2015,12.25,V,1,2015,12.5,V,1,2015,17,V,1,2015,10.2,V,1,2015,12.083,V,2,2015,,,,,,,,
14001041,1412710331,7,NV,2,2015,4.45,NRA,1,2015,2,NRA,1,2015,11.1,V,1,2015,4.75,NRA,1,2015,10.875,V,1,2015,6.696,NV,2,2015,4.35,NRA,1,2015,0.6,NRA,1,2015,2.25,NRA,1,2015,11.25,V,1,2015,9.4,NV,2,2015,0,NRA,1,2015,4.642,NV,2,2015,,,,,,,,
14001139,1412811555,8,AC,2,2015,10,V,2,2015,10,V,2,2015,17.3,V,1,2015,10,V,2,2015,10.4,V,1,2015,10.95,V,2,2015,10.045,V,1,2015,9.475,AC,2,2015,15.75,V,1,2015,12.5,V,1,2015,15.6,V,1,2015,10.9,V,1,2015,12.378,V,2,2015,,,,,,,,
14001159,1412761036,,,,,,,,,3.2,NRA,1,2015,10,V,1,2015,,,,,10.05,V,1,2015,,,1,2015,3.2,NRA,1,2015,10,V,2,2015,12.375,V,1,2015,12.25,V,1,2015,15.6,V,1,2015,10.1,V,1,2015,10.588,NV,2,2015,,,,,,,,
14001170,1412385212,5.3,NV,2,2015,11.2,V,1,2015,10.2,V,1,2015,11.2,V,1,2015,10,V,2,2015,10.7,V,1,2015,9.767,NV,2,2015,6.675,NV,2,2015,,,,,0,NV,2,2015,12,V,1,2015,,,,,,,,,,,1,2015,,,,,,,,
14001191,1412076079,,,,,,,,,,,,,,,,,,,,,10.375,V,1,2015,,,1,2015,,,,,,,,,,,,,,,,,7.2,NV,2,2015,,,,,,,1,2015,,,,,,,,
14001220,1412719350,,,,,,,,,,,,,1.2,NRA,1,2015,,,,,9.2,NV,2,2015,,,1,2015,,,,,,,,,,,,,,,,,0,NRA,1,2015,,,,,,,1,2015,,,,,,,,
14001231,1412375684,8.3,AC,2,2015,8.025,AC,2,2015,10,V,2,2015,10.7,V,1,2015,7.73,AC,2,2015,10.4,V,1,2015,9.193,AC,2,2015,7.15,AC,2,2015,10.9,V,1,2015,12.75,V,1,2015,10,V,1,2015,9.2,AC,2,2015,10,V,1,2015,10,V,2,2015,,,,,,,,
14001260,1412710341,9.5,AC,2,2015,10,V,2,2015,10,V,2,2015,11.5,V,1,2015,10,V,1,2015,10,V,2,2015,10.167,V,2,2015,10,V,2,2015,10,V,2,2015,13.75,V,1,2015,15.5,V,1,2015,14.6,V,1,2015,10.8,V,1,2015,12.442,V,2,2015,,,,,,,,
14001270,1412722229,10,V,2,2015,4.8,NRA,1,2015,10,V,2,2015,10,V,1,2015,10,V,2,2015,10,V,2,2015,9.133,NV,2,2015,5.1,NV,2,2015,10,V,2,2015,14.25,V,1,2015,10,V,2,2015,17.6,V,1,2015,10.1,V,1,2015,11.175,NV,2,2015,,,,,,,,
14001278,1412722277,10,V,2,2015,4.775,VAD,1,2015,10.8,V,1,2015,12.2,V,1,2015,10,V,2,2015,10.65,V,1,2015,9.738,AC,2,2015,7,AC,2,2015,14.125,V,1,2015,16.875,V,1,2015,16.75,V,1,2015,14.8,V,1,2015,10,V,1,2015,13.258,V,2,2015,,,,,,,,
14001282,1412227526,,,,,,,,,6,NV,2,2015,10.002,V,1,2015,,,,,8,NV,2,2015,,,1,2015,9.15,AC,2,2015,10,V,2,2015,14.125,V,1,2015,14.5,V,1,2015,13,V,1,2015,7.2,AC,2,2015,11.329,V,2,2015,,,,,,,,
14001316,1412716987,14.5,V,1,2015,10,V,2,2015,15.2,V,1,2015,15.2,V,1,2015,8.25,AC,2,2015,11.175,V,1,2015,12.388,V,2,2015,4.3,NRA,1,2015,14.05,V,1,2015,15.125,V,1,2015,10,V,1,2015,15.6,V,1,2015,10.7,V,1,2015,11.629,NV,2,2015,,,,,,,,
14001332,1412076831,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2015,,,,,,,,,,,,,,,,,9.2,NV,2,2015,,,,,,,1,2015,,,,,,,,
14001350,1311706018,10,V,2,2015,4.85,NRA,1,2015,11.6,V,1,2015,10.004,V,1,2015,5.75,NV,2,2015,11.1,V,1,2015,8.884,NV,2,2015,1.8,NRA,1,2015,10,V,2,2015,11.125,V,1,2015,11,V,1,2015,12.4,V,1,2015,9,NV,2,2015,9.221,NV,2,2015,,,,,,,,
14001447,1412714724,7.2,NV,2,2015,8.475,NV,2,2015,10,V,2,2015,8.5,NV,2,2015,10.75,V,1,2015,,NV,2,2015,8.625,NV,1,2015,5.1,NV,2,2015,13.35,V,1,2015,13.25,V,1,2015,9,NV,2,2015,17.6,V,1,2015,10,V,1,2015,11.383,NV,2,2015,,,,,,,,
14001543,1410709227,,,,,,,,,,,,,,,,,,,,,10.175,V,1,2015,,,1,2015,,,,,,,,,9.875,NV,2,2015,,NV,2,2015,12.8,V,1,2015,,,,,,,1,2015,,,,,,,,
